,avgPrice,numListings
2015-01-24,1801.366672,1.0
2015-01-25,1775.10551616,1.0
2015-01-26,1748.84436032,1.0
2015-01-27,1722.58320448,1.0
2015-01-28,1696.32204864,1.0
2015-01-29,1670.0608928,1.0
2015-01-30,1671.58304682,1.02173913043
2015-01-31,1673.10520084,1.04347826087
2015-02-01,1674.62735486,1.0652173913
2015-02-02,1676.14950888,1.08695652174
2015-02-03,1677.6716629,1.10869565217
2015-02-04,1679.19381692,1.13043478261
2015-02-05,1680.71597094,1.15217391304
2015-02-06,1682.23812497,1.17391304348
2015-02-07,1683.76027899,1.19565217391
2015-02-08,1685.28243301,1.21739130435
2015-02-09,1686.80458703,1.23913043478
2015-02-10,1688.32674105,1.26086956522
2015-02-11,1689.84889507,1.28260869565
2015-02-12,1691.37104909,1.30434782609
2015-02-13,1692.89320311,1.32608695652
2015-02-14,1694.41535713,1.34782608696
2015-02-15,1695.93751115,1.36956521739
2015-02-16,1697.45966517,1.39130434783
2015-02-17,1698.98181919,1.41304347826
2015-02-18,1700.50397321,1.4347826087
2015-02-19,1702.02612723,1.45652173913
2015-02-20,1703.54828125,1.47826086957
2015-02-21,1705.07043527,1.5
2015-02-22,1706.5925893,1.52173913043
2015-02-23,1708.11474332,1.54347826087
2015-02-24,1709.63689734,1.5652173913
2015-02-25,1711.15905136,1.58695652174
2015-02-26,1712.68120538,1.60869565217
2015-02-27,1714.2033594,1.63043478261
2015-02-28,1715.72551342,1.65217391304
2015-03-01,1717.24766744,1.67391304348
2015-03-02,1718.76982146,1.69565217391
2015-03-03,1720.29197548,1.71739130435
2015-03-04,1721.8141295,1.73913043478
2015-03-05,1723.33628352,1.76086956522
2015-03-06,1724.85843754,1.78260869565
2015-03-07,1726.38059156,1.80434782609
2015-03-08,1727.90274558,1.82608695652
2015-03-09,1729.42489961,1.84782608696
2015-03-10,1730.94705363,1.86956521739
2015-03-11,1732.46920765,1.89130434783
2015-03-12,1733.99136167,1.91304347826
2015-03-13,1735.51351569,1.9347826087
2015-03-14,1737.03566971,1.95652173913
2015-03-15,1738.55782373,1.97826086957
