,avgPrice,numListings
2014-09-06,55.8870322211,2.0
2014-09-07,59.3420360702,2.0
2014-09-08,62.7970399193,2.0
2014-09-09,66.2520437684,2.0
2014-09-10,69.7070476175,2.0
2014-09-11,70.2405462589,1.88888888889
2014-09-12,70.7740449003,1.77777777778
2014-09-13,71.3075435417,1.66666666667
2014-09-14,71.8410421831,1.55555555556
2014-09-15,72.3745408244,1.44444444444
2014-09-16,72.9080394658,1.33333333333
2014-09-17,73.4415381072,1.22222222222
2014-09-18,73.9750367486,1.11111111111
2014-09-19,74.50853539,1.0
2014-09-20,87.5605859912,1.0
2014-09-21,100.612636592,1.0
2014-09-22,113.664687194,1.0
2014-09-23,126.716737795,1.0
2014-09-24,100.628322585,1.0
2014-09-25,74.539907375,1.0
2014-09-26,48.451492165,1.0
2014-09-27,49.096982316,1.5
2014-09-28,49.742472467,2.0
2014-09-29,50.387962618,2.5
2014-09-30,51.033452769,3.0
2014-10-01,145.216423177,3.0
2014-10-02,239.399393584,3.0
2014-10-03,333.582363991,3.0
2014-10-04,427.765334399,3.0
2014-10-05,329.090075719,3.25
2014-10-06,230.414817039,3.5
2014-10-07,131.739558359,3.75
2014-10-08,33.0642996789,4.0
2014-10-09,46.4327433626,3.0
2014-10-10,59.8011870463,2.0
2014-10-11,73.16963073,1.0
2014-10-12,69.104651245,1.0
2014-10-13,65.03967176,1.0
2014-10-14,60.974692275,1.0
2014-10-15,56.90971279,1.0
2014-10-16,52.844733305,1.0
2014-10-17,48.77975382,1.0
2014-10-18,44.714774335,1.0
2014-10-19,40.64979485,1.0
2014-10-20,36.584815365,1.0
2014-10-21,32.51983588,1.0
2014-10-22,28.454856395,1.0
2014-10-23,24.38987691,1.0
2014-10-24,20.324897425,1.0
2014-10-25,16.25991794,1.0
2014-10-26,12.194938455,1.0
2014-10-27,8.12995897,1.0
2014-10-28,4.064979485,1.0
2014-10-29,4.16188016988e-223,1.0
2014-10-30,2.00084130482e-161,1.0
2014-10-31,4.00168260964e-161,1.0
2014-11-01,6.00252391445e-161,1.0
2014-11-02,8.00336521927e-161,1.0
2014-11-03,1.00042065241e-160,1.0
2014-11-04,1.20050478289e-160,1.0
2014-11-05,1.40058891337e-160,1.0
2014-11-06,1.60067304385e-160,1.0
2014-11-07,1.80075717434e-160,1.0
2014-11-08,2.00084130482e-160,1.0
2014-11-09,2.2009254353e-160,1.0
2014-11-10,2.40100956578e-160,1.0
2014-11-11,2.60109369626e-160,1.0
2014-11-12,2.80117782675e-160,1.0
2014-11-13,3.00126195723e-160,1.0
2014-11-14,3.20134608771e-160,1.0
2014-11-15,2.80117782675e-160,1.0
2014-11-16,2.40100956578e-160,1.0
2014-11-17,2.00084130482e-160,1.0
2014-11-18,1.60067304385e-160,1.0
2014-11-19,1.20050478289e-160,1.0
2014-11-20,8.00336521927e-161,1.0
2014-11-21,4.00168260964e-161,1.0
2014-11-22,1.1058136066e-212,1.0
2014-11-23,1.72811256919e-90,2.0
2014-11-24,8.33933614772e-252,1.0
2014-11-25,17.6101748354,1.0
2014-11-26,35.2203496708,1.0
2014-11-27,52.8305245062,1.0
2014-11-28,70.4406993415,1.0
2014-11-29,88.0508741769,1.0
2014-11-30,105.661049012,1.0
2014-12-01,123.271223848,1.0
2014-12-02,140.881398683,1.0
2014-12-03,158.491573518,1.0
2014-12-04,176.101748354,1.0
2014-12-05,193.711923189,1.0
2014-12-06,211.322098025,1.0
2014-12-07,228.93227286,1.0
2014-12-08,210.693119018,1.14285714286
2014-12-09,192.453965175,1.28571428571
2014-12-10,174.214811333,1.42857142857
2014-12-11,155.97565749,1.57142857143
2014-12-12,137.736503648,1.71428571429
2014-12-13,119.497349806,1.85714285714
2014-12-14,101.258195963,2.0
2014-12-15,92.8762387809,2.0
2014-12-16,84.4942815984,2.0
2014-12-17,76.112324416,2.0
2014-12-18,67.7303672336,2.0
2014-12-19,59.3484100511,2.0
2014-12-20,50.9664528687,2.0
2014-12-21,76.6452179364,2.5
2014-12-22,102.323983004,3.0
2014-12-23,128.002748072,3.5
2014-12-24,153.68151314,4.0
2014-12-25,116.005049507,4.5
2014-12-26,78.3285858742,5.0
2014-12-27,40.6521222415,5.5
2014-12-28,2.97565860877,6.0
2014-12-29,18.3211978506,5.2
2014-12-30,33.6667370925,4.4
2014-12-31,49.0122763343,3.6
2015-01-01,64.3578155762,2.8
2015-01-02,79.703354818,2.0
2015-01-03,87.0725036656,2.0
2015-01-04,94.4416525133,2.0
2015-01-05,101.810801361,2.0
2015-01-06,109.179950208,2.0
2015-01-07,108.058922775,2.46666666667
2015-01-08,106.937895341,2.93333333333
2015-01-09,105.816867907,3.4
2015-01-10,104.695840473,3.86666666667
2015-01-11,103.57481304,4.33333333333
2015-01-12,102.453785606,4.8
